id,"partid","session","color",type,number_of_clicks,exploded,trial,payoff
116,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,19,0,14,19.0000
117,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,4,1,13,0.0000
118,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,12,1,2,0.0000
119,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,18,0,12,18.0000
120,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,29,1,13,0.0000
121,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,7,23.0000
122,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,16,1,3,0.0000
123,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,20,0,15,20.0000
124,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,10,0,4,10.0000
125,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,14,20.0000
126,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,20,0,13,20.0000
127,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,29,1,14,0.0000
128,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,8,21.0000
129,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,12,0,5,12.0000
130,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,1,1,15,0.0000
131,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,7,1,6,0.0000
132,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,21,0,16,21.0000
133,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,10,1,7,0.0000
134,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,21,0,15,21.0000
135,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,22,0,14,22.0000
136,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,6,0,8,6.0000
137,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,18,1,9,0.0000
138,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,13,1,15,0.0000
139,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,10,0,9,10.0000
140,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,21,0,17,21.0000
141,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,37,0,16,37.0000
142,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,16,20.0000
143,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,12,0,10,12.0000
144,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,22,0,10,22.0000
145,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,11,0,11,11.0000
146,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,20,0,16,20.0000
147,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,19,0,11,19.0000
148,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,20,0,18,20.0000
149,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,15,0,12,15.0000
150,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,17,20.0000
151,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,4,1,17,0.0000
152,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,28,1,17,0.0000
153,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,14,0,13,14.0000
154,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,22,0,12,22.0000
155,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,19,0,14,19.0000
156,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,22,0,19,22.0000
157,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,18,20.0000
158,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,18,0,18,18.0000
159,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,13,1,15,0.0000
160,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,17,0,13,17.0000
161,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,35,1,18,0.0000
162,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,15,0,16,15.0000
163,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,4,1,17,0.0000
164,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,21,0,20,21.0000
165,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,19,0,14,19.0000
166,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,19,20.0000
167,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,20,0,19,20.0000
168,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,15,0,18,15.0000
169,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,35,0,19,35.0000
170,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,17,0,19,17.0000
171,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,15,21.0000
172,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,5,1,20,0.0000
173,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,22,0,21,22.0000
174,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,16,0,20,16.0000
175,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,22,0,20,22.0000
176,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,25,1,20,0.0000
177,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,20,0,16,20.0000
178,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,17,0,21,17.0000
179,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,19,0,22,19.0000
180,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,21,0,21,21.0000
181,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,19,0,22,19.0000
182,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,19,0,17,19.0000
183,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,39,0,21,39.0000
184,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,9,1,23,0.0000
185,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,24,0,21,24.0000
186,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,16,0,24,16.0000
187,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,22,20.0000
188,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,8,1,25,0.0000
189,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,18,23.0000
190,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,22,0,23,22.0000
191,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,16,0,26,16.0000
192,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,26,0,22,26.0000
193,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,24,0,19,24.0000
194,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,23,20.0000
195,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,9,1,23,0.0000
196,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,21,0,27,21.0000
197,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,21,0,24,21.0000
198,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,18,0,28,18.0000
199,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,20,23.0000
200,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,19,1,24,0.0000
201,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,21,0,29,21.0000
202,"ptqtu2doa0","n7sh3pg4kqpne11nv11j9frkf6","blue",64,5,1,30,0.0000
203,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,24,0,24,24.0000
204,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,23,0,25,23.0000
205,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,21,23.0000
206,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,25,20.0000
207,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,8,1,25,0.0000
208,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,22,21.0000
209,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,42,0,22,42.0000
210,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,22,0,26,22.0000
211,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,13,1,23,0.0000
212,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,26,20.0000
213,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,28,0,26,28.0000
214,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,20,0,23,20.0000
215,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,23,0,27,23.0000
216,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,36,1,24,0.0000
217,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,27,20.0000
218,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,10,0,1,10.0000
219,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,24,21.0000
220,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,16,0,2,16.0000
221,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,21,0,28,21.0000
222,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,30,0,27,30.0000
223,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,28,20.0000
224,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,18,0,3,18.0000
225,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,25,21.0000
226,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,44,0,25,44.0000
227,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,19,0,4,19.0000
228,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,14,1,5,0.0000
229,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,19,1,26,0.0000
230,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,29,20.0000
231,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,24,0,29,24.0000
232,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,15,0,6,15.0000
233,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,32,0,28,32.0000
234,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,21,0,26,21.0000
235,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,14,1,27,0.0000
236,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,16,0,7,16.0000
237,"pvhskq4s3u","16pc8c7pgk64k778o3pog112s1","blue",64,20,0,30,20.0000
238,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,16,0,8,16.0000
239,"pn0skapa6g","5ksgqbh6prgrdpk5n9odnsvs90","blue",64,22,1,30,0.0000
240,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,27,23.0000
241,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,18,0,9,18.0000
242,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,27,1,29,0.0000
243,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,44,1,28,0.0000
244,"p0b51o7qmr","lq7251lq9fcidl0vd6t8evpqh4","blue",64,5,1,30,0.0000
245,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,28,23.0000
246,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,5,1,10,0.0000
247,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,17,0,11,17.0000
248,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,23,1,29,0.0000
249,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,23,0,29,23.0000
250,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,18,0,12,18.0000
251,"p497cn32q0","b0pff4r4fk0j3j9kpm6b6ll244","blue",64,5,1,30,0.0000
252,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,18,0,13,18.0000
253,"pqk04quhs0","fvbqpircj9jq9r64bif767hbr3","blue",64,22,1,30,0.0000
254,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,20,0,14,20.0000
255,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,1,1,15,0.0000
256,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,21,0,16,21.0000
257,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,17,0,17,17.0000
258,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,19,0,18,19.0000
259,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,21,0,19,21.0000
260,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,5,1,20,0.0000
261,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,17,0,21,17.0000
262,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,20,0,22,20.0000
263,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,13,1,23,0.0000
264,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,18,0,24,18.0000
265,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,20,0,25,20.0000
266,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,19,1,26,0.0000
267,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,14,1,27,0.0000
268,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,15,0,28,15.0000
269,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,22,0,29,22.0000
270,"p71s990p72","1a7ubsm907klmn1buqhojt0mj2","blue",64,5,1,30,0.0000
271,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,29,0,1,29.0000
272,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,27,0,2,27.0000
273,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,26,1,3,0.0000
274,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,20,0,4,20.0000
275,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,24,0,5,24.0000
276,"p6dmjfib30","6sgovhek5asjemsn9kia2ord41","blue",64,29,0,6,29.0000
